ID,Nombre,Suscriptores,Provincia,Ciudad,Medio,Categoría,Estado,Fecha actualización,Notas
UCMy706Rhe2swaTmljCgiYVg,elseisTV,29.800,Río Negro,Bariloche,TV,Noticias,Revisado,2025-07-31,Re transmiten las noticas 
UCcYjXKAq7Gcnq3tBLpsQAUQ,datasa,3.020,Salta,,Digital,Actualidad,Revisado,2025-08-06,"Multimedio Salteño, estudio. Mucha publicidad en los videos. "
UCitjTD6nZvtJxgEP31AZ0wg,Central Norte Hinchada ♪,34.400,Salta,,Nativo YouTube,Deportes,Revisado,2025-08-10,Partidos y comentarios
UCvbL66_XzHtQL4nDAKHli-Q,Que Pasa Salta (+),22.900,Salta,,Nativo YouTube,Entretenimiento,Revisado,2025-09-12,Programacion y estudio
UCct93PLndurii4Aj6Uvc7hQ,Vino Terapia,9.830,Salta,,Nativo YouTube,Música,Revisado,2025-08-06,Estudio y programación
UCvXizAz8oQhxrxarOlN9EtQ,OJO CRÍTICO SALTA,4.610,Salta,,Nativo YouTube,Actualidad,Revisado,2025-09-08,Tranmision irregular desde la calle
UCRh8gvYQli1yE69aS5ai_1g,Sports Salta,3.980,Salta,,Nativo YouTube,Deportes,Revisado,2025-09-12,Programa de futbol semanal en estudio
UCceMf3FquCDjFUwpGH8ZyJw,La Cacharpaya Ok,24.100,Salta,,Radio,Música,Revisado,2025-09-10,Tranmiten eventos especiales
UCFEF7uWo5bKzHLM8esdoylQ,eLoro ,11.000,Salta,,Radio,Deportes,Revisado,2025-09-21,Transmiten furbol nacional
UCpIjkLTuUrYJklz-33XH41Q,Cielo FM ,2.530,Salta,,Radio,Entretenimiento,Revisado,2025-08-26,
UCFYRnydaABWy-oGJZ5XSDLg,Radio FM La 90.9 - Salta ,724,Salta,,Radio,Actualidad,Revisado,2025-09-12,Re trasmiten desde la radio una parte
UCjkPfht3dSaYUV37P3cQzRA,Tv Canal 2 Salta,31.100,Salta,,TV,Entretenimiento,Revisado,2025-09-12,Tienen programación especial para Stream y Radio
UCb5-VAX-_Mo6f9PbViJT-qA,Tiempo Streaming,750,San Juan,,Digital,Entretenimiento,Revisado,2025-09-01,Produccion original 
UCQKvGyERWSJTUB9hysYW9iA,Quien TV Argentina,2.250,San Juan,,Nativo YouTube,Entretenimiento,Revisado,2025-08-06,Re transmiten de Tele Sol y programación propia
UC_SSyrcj4AuL792D4SjICqA,Wow Streaming,1.180,San Juan,,Nativo YouTube,Actualidad,Revisado,2025-06-29,HACE POCO NO TRANSMITE MAS
UCX5l1nMjgKOYv1ikzbUgBSw,Pelado Stream,793,San Juan,,Nativo YouTube,Noticias,Revisado,2025-08-05,todos los dias de 10 a 12
UCjdsjCBWBIDA-ah40YSRfQg,Palta,787,San Juan,,Nativo YouTube,Entretenimiento,Revisado,2025-08-09,estudio y programación
UCErk6Obi07HaFg1MbSwvk2g,Bajo La Suela,735,San Juan,,Nativo YouTube,Deportes,Revisado,2025-08-06,estudio y programación
UCfpWLXfGXnGSH6b3KMdnHSQ,Radio Santa Lucia 99.7 San Juan PREMIUM,10.300,San Juan,,Radio,Entretenimiento,Revisado,2025-08-06,Tienen programación tipo stream
UCnCeWT6xLI0wvtusgaO6-kA,LV1 Radio Colon,1.270,San Juan,,Radio,Entretenimiento,Revisado,2025-08-16,Transmiten estilo Stream
UCxzVNQpuuVnG5M5F9KFwWpg,CANAL 13 SAN JUAN TV,1.710.000,San Juan,,TV,Noticias,Revisado,2025-07-31,
UC4SpIjgaVszQ6WkR5S2Ev0w,107 Pop Life,1.360,San Juan,,TV,Entretenimiento,Revisado,2025-08-06,Re transmision de programas
UCr7TYJVXSe3_rVILo-F8Xhg,Aire de Santa Fe,128.000,Santa Fe,,Digital,Actualidad,Revisado,2025-07-04,Re transmiten
UCwKZnJ48oXRCCGCQbL1BPSA,Urgente Milei,678.000,Santa Fe,Rosario ,Nativo YouTube,Política,Revisado,2025-07-04,Ivan Dubois 
UCfFiNQ0xbcyTkAVQURznwEA,Motorsport Planet,108.000,Santa Fe,,Nativo YouTube,Deportes,Revisado,2025-07-04,una vez por semana
UCK0EGTOQzaA0psqf35_zXGQ,Brindis TV,35.000,Santa Fe,Rosario,Nativo YouTube,Entretenimiento,Revisado,2025-07-04,Programacion y estudio
UCfeAPS2T8y0C3NH3z72Il6Q,Redil TV,16.600,Santa Fe,Rosario,Nativo YouTube,Religión,Revisado,2025-09-14,3 veces por semana desde la Iglesia
UCZXeQpzbFoyyZgNrLfW1RNQ,Laura Sterren - TAROT,9.240,Santa Fe,Rafaela,Nativo YouTube,Charlas/Podcast,Revisado,2025-08-14,Semanal Tarot
UC7wIKBLvCwnqwXdgbM8smuA,SentiTenvivo,9.120,Santa Fe,,Nativo YouTube,Música,Revisado,2025-09-07,Estudio y programacion semanal
UC-SO9nJGrBH8Jnqdekd6_mw,Lat Stream,6.810,Santa Fe,Rosario,Nativo YouTube,Actualidad,Revisado,2025-08-30,Estudio y programación
UCXLeF3KDcvk5T4sIXX0PUDw,VEO NOTICIAS,6.060,Santa Fe,Por determinar,Nativo YouTube,Noticias,Revisado,2025-08-29,Transmision noticias
UC-pHPe42SNmhGWD1A3Isv6g,Blue RTV,2.910,Santa Fe,Rosario,Nativo YouTube,Charlas/Podcast,Revisado,2025-08-01,programacion y estudio
UC1XGF4vhAKosCWHR-74C-Ng,AFA SCL,2.810,Santa Fe,,Nativo YouTube,Economía,Revisado,2025-08-22,Transimsion en  vivo de remates ganaderos
UCe7Fv3lKxrylwXQOwLz4ogw,Arroyo Deportivo,2.480,Santa Fe,Arroyo Seco,Nativo YouTube,Deportes,Revisado,2025-08-08,Transmision futbol local
UCRc--JpvY9zvRz_Vm1eoHAA,Vorly Streaming,2.350,Santa Fe,Rosario,Nativo YouTube,Entretenimiento,Revisado,2025-08-15,Programacion diaria y estudios
UC7fuLRt7eWHKCJVu80AfAzw,DinastiaStreaming ,1.440,Santa Fe,Rosario,Nativo YouTube,Deportes,Revisado,2025-08-01,Transmision partidos de Rugby
UCEvKornGz3gjYLpPXyLHd4Q,Tomate Tu Tiempo | Streaming,1.070,Santa Fe,Rosario,Nativo YouTube,Entretenimiento,Revisado,2025-09-19,Estudio y programación
UCTnDlFgznmh556DKywP0HVQ,Enfermos de lepra streaming,875,Santa Fe,Rosario,Nativo YouTube,Deportes,Revisado,2025-08-01,Tramsmiten divisiones menores
UCTJ0n6Hal7PpHERq4To6iHg,RADIO2 - EN VIVO,14.600,Santa Fe,Rosario,Radio,Actualidad,Revisado,2025-07-04,Re transmisión
UCWV9sKG380WytFZy5_EsjgA,Rosario La Ciudad Media,9.130,Santa Fe,Rosario,Radio,Entretenimiento,Revisado,2025-08-01,Programación tipo Stream
UCqUEez84ZVZzB35Wr7e0Sbw,Sol Play 91.5,7.910,Santa Fe,,Radio,Entretenimiento,Revisado,2025-08-29,Re trasnmisión 
UCxShK6wCOKlxC8xw0kAzSRA,Radiofonica 100.7,6.380,Santa Fe,Rosario,Radio,Entretenimiento,Revisado,2025-08-05,Re transmision parcial
UCpTneAgknZVT4fI6s7eNWzg,Blas Streaming,1.810,Santiago del Estero,,Nativo YouTube,Entretenimiento,Revisado,2025-08-05,Programacion diaria y estudio
UCCIr6Ilt39hLsXgjmvPueaw,Radio Panorama 100.1,4.160,Santiago del Estero,,Radio,Actualidad,Revisado,2025-07-19,"Re  transmiten radio,pero con estudio tipico de streaming"
UCwDjEGEuoRlmgK6JqS4z1GA,MZL Deportes,3.140,Tierra del Fuego,Ushuaia ,Nativo YouTube,Deportes,Revisado,2025-06-28,"Transmision de partidos, deportes en general"
UCowbI8idnvQTl2sFxkOvnKw,La Gaceta,219.000,Tucumán,,Diario,Noticias,Revisado,2025-09-23,
UCuJ7-g9T1UH3l18dBOBz42g,DALE GAS!!!,10.000,Tucumán,,Nativo YouTube,Música,Revisado,2025-08-20,Estudio y programación (muchos auspiciadores)
UC-n4vaq7dxOQ9Q2Lweab-sw,LLAMA DE FUEGO Y PODER,4.180,Tucumán,,Nativo YouTube,Religión,Revisado,2025-08-20,"Misas y predicas, con estudio, semanal."
UCMfEEKQ--RHvi0WEC52vxlQ,Rugby Tucumano,4.110,Tucumán,,Nativo YouTube,Deportes,Revisado,2025-08-09,"Transmision de partidos y comenatarios, con estudio."
UCWjwYCM2m-lSVGyulCS2X5A,Asociación Tucumana de Hockey Oficial,3.030,Tucumán,Por determinar,Nativo YouTube,Charlas/Podcast,Revisado,2025-08-28,Transmisión de partidos de Hockey 
UClSXlqO2N4rnRPc6H01eRxw,Mía Tucumán HD,2.890,Tucumán,,Nativo YouTube,Charlas/Podcast,Revisado,2025-08-08,Programacion diaria con estudio
UCYiqtCQXf4d_OxETcSxGxhA,Enterate Play 90.5,4.230,Tucumán,,Radio,Actualidad,Revisado,2025-09-15,Re transmision de la radio con estudio tipo TV
UCw3MqIHyswCd0sCs4yhZ6Bw,LV12 TUCUMÁN,2.640,Tucumán,,Radio,Actualidad,Revisado,2025-08-06,Re transmision de radio
UCRlakPhec4-k3vkBeyWBojg,Canal 10 Tucumán,49.000,Tucumán,,TV,Actualidad,Revisado,2025-09-10,Re transmiten del canal
UCjCPoveH-aGZh42wq3OvVrA,ON-TV,42.900,Tucumán,,TV,Noticias,Revisado,2025-08-06,Re transmiten
